module,syllabusRef,level,text,optionA,optionB,optionC,optionD,correctAnswer,difficulty,subTopic,aiSourceRef,aiConfidence,status,reviewNote,points,sourceFile,rawJson,isEssay
M2,M2.2.3(a),,What causes surface tension in liquids?,Increased pressure,Decreased temperature,Closely packed molecules,,Closely packed molecules,EASY,,,,DRAFT,Answered from doc-text: 1.txt,1,1.docx,"{""raw"": ""What causes surface tension in liquids?"", ""question"": ""What causes surface tension in liquids?"", ""options"": [""Increased pressure"", ""Decreased temperature"", ""Closely packed molecules""], ""correct"": ""Closely packed molecules"", ""answer_text"": null, ""category"": null, ""source_file"": ""1.docx"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": ""M2.2.3(a)"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M2,M2.02.01,,Which state of matter contains molecules with the most energy and movement?,Solid,Liquid,Gas,,Gas,MEDIUM,,,,DRAFT,Answered from doc-text: 1.txt,1,1.docx,"{""raw"": ""Which state of matter contains molecules with the most energy and movement?"", ""question"": ""Which state of matter contains molecules with the most energy and movement?"", ""options"": [""Solid"", ""Liquid"", ""Gas""], ""correct"": ""Gas"", ""answer_text"": null, ""category"": null, ""source_file"": ""1.docx"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": ""M2.02.01"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M2,,,What is the pressure exerted by the vapor above a liquid in a closed container called?,Atmospheric pressure,Surface tension,Vapor pressure,,Vapor pressure,MEDIUM,,,,DRAFT,Answered from doc-text: 1.txt,1,1.docx,"{""raw"": ""What is the pressure exerted by the vapor above a liquid in a closed container called?"", ""question"": ""What is the pressure exerted by the vapor above a liquid in a closed container called?"", ""options"": [""Atmospheric pressure"", ""Surface tension"", ""Vapor pressure""], ""correct"": ""Vapor pressure"", ""answer_text"": null, ""category"": null, ""source_file"": ""1.docx"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": """", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M2,M2.02.01,,Which state of matter has molecules that take the shape of their container?,Solid,Liquid,Gas,,Liquid,MEDIUM,,,,DRAFT,Answered from doc-text: 1.txt,1,1.docx,"{""raw"": ""Which state of matter has molecules that take the shape of their container?"", ""question"": ""Which state of matter has molecules that take the shape of their container?"", ""options"": [""Solid"", ""Liquid"", ""Gas""], ""correct"": ""Liquid"", ""answer_text"": null, ""category"": null, ""source_file"": ""1.docx"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": ""M2.02.01"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M2,,,What type of substance is a two-part epoxy mix?,Catalyst,Catalyst,Inhibitor,,Catalyst,EASY,,,,DRAFT,Answered from doc-text: 1.txt,1,1.docx,"{""raw"": ""What type of substance is a two-part epoxy mix?"", ""question"": ""What type of substance is a two-part epoxy mix?"", ""options"": [""Catalyst"", ""Catalyst"", ""Inhibitor""], ""correct"": ""Catalyst"", ""answer_text"": null, ""category"": null, ""source_file"": ""1.docx"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": """", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M2,M2.02.01,,What is the primary state of matter of concern for aviation maintenance professionals?,Plasma,Gas,Solid,,Solid,MEDIUM,,,,DRAFT,Answered from doc-text: 1.txt,1,1.docx,"{""raw"": ""What is the primary state of matter of concern for aviation maintenance professionals?"", ""question"": ""What is the primary state of matter of concern for aviation maintenance professionals?"", ""options"": [""Plasma"", ""Gas"", ""Solid""], ""correct"": ""Solid"", ""answer_text"": null, ""category"": null, ""source_file"": ""1.docx"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": ""M2.02.01"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M2,,,What is a substance that causes or accelerates a chemical reaction without itself being affected?,Catalyst,Inhibitor,Reactant,,Catalyst,MEDIUM,,,,DRAFT,Answered from doc-text: 1.txt,1,1.docx,"{""raw"": ""What is a substance that causes or accelerates a chemical reaction without itself being affected?"", ""question"": ""What is a substance that causes or accelerates a chemical reaction without itself being affected?"", ""options"": [""Catalyst"", ""Inhibitor"", ""Reactant""], ""correct"": ""Catalyst"", ""answer_text"": null, ""category"": null, ""source_file"": ""1.docx"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": """", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M2,M2.02.01,,What is the state of matter comprised of ionized gas with positive ions and free electrons?,Solid,Liquid,Plasma,,Plasma,MEDIUM,,,,DRAFT,Answered from doc-text: 1.txt,1,1.docx,"{""raw"": ""What is the state of matter comprised of ionized gas with positive ions and free electrons?"", ""question"": ""What is the state of matter comprised of ionized gas with positive ions and free electrons?"", ""options"": [""Solid"", ""Liquid"", ""Plasma""], ""correct"": ""Plasma"", ""answer_text"": null, ""category"": null, ""source_file"": ""1.docx"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": ""M2.02.01"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M2,M2.02.03,,What type of substance has molecules with increased movement but still closely packed enough to create surface tension?,Solid,Liquid,Gas,,Liquid,MEDIUM,,,,DRAFT,Answered from doc-text: 1.txt,1,1.docx,"{""raw"": ""What type of substance has molecules with increased movement but still closely packed enough to create surface tension?"", ""question"": ""What type of substance has molecules with increased movement but still closely packed enough to create surface tension?"", ""options"": [""Solid"", ""Liquid"", ""Gas""], ""correct"": ""Liquid"", ""answer_text"": null, ""category"": null, ""source_file"": ""1.docx"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": ""M2.02.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M2,M2.2.3(a),,What term is used to describe the temperature at which a vapor condenses into a liquid?,Boiling point,Freezing point,Condensation point,,Boiling point,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,1.docx,"{""raw"": ""What term is used to describe the temperature at which a vapor condenses into a liquid?"", ""question"": ""What term is used to describe the temperature at which a vapor condenses into a liquid?"", ""options"": [""Boiling point"", ""Freezing point"", ""Condensation point""], ""correct"": ""Boiling point"", ""answer_text"": null, ""category"": null, ""source_file"": ""1.docx"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": ""M2.2.3(a)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M2,M2.02.01,,Which state of matter is incompressible?,Solid,Liquid,Gas,,Solid,EASY,,,,DRAFT,Answered from doc-text: 1.txt,1,1.docx,"{""raw"": ""Which state of matter is incompressible?"", ""question"": ""Which state of matter is incompressible?"", ""options"": [""Solid"", ""Liquid"", ""Gas""], ""correct"": ""Solid"", ""answer_text"": null, ""category"": null, ""source_file"": ""1.docx"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": ""M2.02.01"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M2,M2.02.03,,What type of substance has molecules that resist changing shape or volume?,Liquid,Gas,Solid,,Gas,MEDIUM,,,,DRAFT,Answered from doc-text: 1.txt,1,1.docx,"{""raw"": ""What type of substance has molecules that resist changing shape or volume?"", ""question"": ""What type of substance has molecules that resist changing shape or volume?"", ""options"": [""Liquid"", ""Gas"", ""Solid""], ""correct"": ""Gas"", ""answer_text"": null, ""category"": null, ""source_file"": ""1.docx"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": ""M2.02.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M2,,,What causes a substance to change between states?,Chemical composition,Volume,Adding or removing energy,,Adding or removing energy,EASY,,,,DRAFT,Found in Suntech corpus,1,1.docx,"{""raw"": ""What causes a substance to change between states?"", ""question"": ""What causes a substance to change between states?"", ""options"": [""Chemical composition"", ""Volume"", ""Adding or removing energy""], ""correct"": ""Adding or removing energy"", ""answer_text"": null, ""category"": null, ""source_file"": ""1.docx"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": """", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M2,M2.2.3(a),,What is the pressure of the vapor that exists above a liquid in an enclosed container at a given temperature called?,Atmospheric pressure,Surface tension,Vapor pressure,,Atmospheric pressure,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,1.docx,"{""raw"": ""What is the pressure of the vapor that exists above a liquid in an enclosed container at a given temperature called?"", ""question"": ""What is the pressure of the vapor that exists above a liquid in an enclosed container at a given temperature called?"", ""options"": [""Atmospheric pressure"", ""Surface tension"", ""Vapor pressure""], ""correct"": ""Atmospheric pressure"", ""answer_text"": null, ""category"": null, ""source_file"": ""1.docx"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": ""M2.2.3(a)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M2,M2.02.01,,What type of matter is sustained easily at extremely high temperatures and is the most common form of matter in the universe?,Liquid,Solid,Plasma,,Plasma,MEDIUM,,,,DRAFT,Answered from doc-text: 1.txt,1,1.docx,"{""raw"": ""What type of matter is sustained easily at extremely high temperatures and is the most common form of matter in the universe?"", ""question"": ""What type of matter is sustained easily at extremely high temperatures and is the most common form of matter in the universe?"", ""options"": [""Liquid"", ""Solid"", ""Plasma""], ""correct"": ""Plasma"", ""answer_text"": null, ""category"": null, ""source_file"": ""1.docx"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": ""M2.02.01"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M2,M2.02.01,,Which are the 3 states of matter? 10. Objects characterized by their resistance to,"liquid, solids, plasma deformation and changes to volume are;","liquid, solids, plasma A. Solids and liquids","liquid, solids, plasma B. Solids only",,"liquid, solids, plasma B. Solids only",MEDIUM,,,,DRAFT,Found in Suntech corpus,1,AEROJET ACADEMY MODULE 02 QUESTINS BANK BySFoS 2.pdf,"{""raw"": ""Which are the 3 states of matter? 10. Objects characterized by their resistance to"", ""question"": ""Which are the 3 states of matter? 10. Objects characterized by their resistance to"", ""options"": [""liquid, solids, plasma deformation and changes to volume are;"", ""liquid, solids, plasma A. Solids and liquids"", ""liquid, solids, plasma B. Solids only""], ""correct"": ""liquid, solids, plasma B. Solids only"", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET ACADEMY MODULE 02 QUESTINS BANK BySFoS 2.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": ""M2.02.01"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M2,M2.02.05,,Which of the following is not true about 11. Which of these describes the kinetic particle,"They are packed closely together A. Particles in solids, liquids and",They do not have fixed positions in gases have different amounts of,"When force is applied, its lattice B. They are arranged differently and",,"They are packed closely together A. Particles in solids, liquids and",MEDIUM,,,,DRAFT,Found in Suntech corpus,1,AEROJET ACADEMY MODULE 02 QUESTINS BANK BySFoS 2.pdf,"{""raw"": ""Which of the following is not true about 11. Which of these describes the kinetic particle"", ""question"": ""Which of the following is not true about 11. Which of these describes the kinetic particle"", ""options"": [""They are packed closely together A. Particles in solids, liquids and"", ""They do not have fixed positions in gases have different amounts of"", ""When force is applied, its lattice B. They are arranged differently and""], ""correct"": ""They are packed closely together A. Particles in solids, liquids and"", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET ACADEMY MODULE 02 QUESTINS BANK BySFoS 2.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": ""M2.02.05"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M2,M2.02.05,,A liquid’s shape is ………. to the container,Contained called ………,Conformed A. Particle motion,Confined B. Brownian motion,,Confined B. Brownian motion,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,AEROJET ACADEMY MODULE 02 QUESTINS BANK BySFoS 2.pdf,"{""raw"": ""A liquid’s shape is ………. to the container"", ""question"": ""A liquid’s shape is ………. to the container"", ""options"": [""Contained called ………"", ""Conformed A. Particle motion"", ""Confined B. Brownian motion""], ""correct"": ""Confined B. Brownian motion"", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET ACADEMY MODULE 02 QUESTINS BANK BySFoS 2.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": ""M2.02.05"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M2,,,atoms or molecules without a definite shape 13. Which of these is true about liquids?,Gases container,Solids B. It can be compressed,Liquids C. They cannot move freely,,Solids B. It can be compressed,MEDIUM,4. Which of the states consist of freely moving,,,DRAFT,Found in Suntech corpus,1,AEROJET ACADEMY MODULE 02 QUESTINS BANK BySFoS 2.pdf,"{""raw"": ""atoms or molecules without a definite shape 13. Which of these is true about liquids?"", ""question"": ""atoms or molecules without a definite shape 13. Which of these is true about liquids?"", ""options"": [""Gases container"", ""Solids B. It can be compressed"", ""Liquids C. They cannot move freely""], ""correct"": ""Solids B. It can be compressed"", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET ACADEMY MODULE 02 QUESTINS BANK BySFoS 2.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": """", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": ""4. Which of the states consist of freely moving"", ""isEssay"": false}",False
M2,M2.02.03,,5. Which state satisfies the ideal gas law? 14. Which of the following can buckle?,Solids A. Railway line,Gases B. Ice cubes,Liquids C. Chairs,,Gases B. Ice cubes,MEDIUM,,,,DRAFT,From M2 answer key Q5,1,AEROJET ACADEMY MODULE 02 QUESTINS BANK BySFoS 2.pdf,"{""raw"": ""5. Which state satisfies the ideal gas law? 14. Which of the following can buckle?"", ""question"": ""5. Which state satisfies the ideal gas law? 14. Which of the following can buckle?"", ""options"": [""Solids A. Railway line"", ""Gases B. Ice cubes"", ""Liquids C. Chairs""], ""correct"": ""Gases B. Ice cubes"", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET ACADEMY MODULE 02 QUESTINS BANK BySFoS 2.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": ""M2.02.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M2,M2.2.3(a),,Which statement is true about plasma? 15. Increase in temperature of gases confined in,It is an ionic gas a fixed volume results in ………..,It has one or more free electrons A. Increased Volume.,They are formed by heating liquids B. Decreased pressure and volume.,,It is an ionic gas a fixed volume results in ………..,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,AEROJET ACADEMY MODULE 02 QUESTINS BANK BySFoS 2.pdf,"{""raw"": ""Which statement is true about plasma? 15. Increase in temperature of gases confined in"", ""question"": ""Which statement is true about plasma? 15. Increase in temperature of gases confined in"", ""options"": [""It is an ionic gas a fixed volume results in ……….."", ""It has one or more free electrons A. Increased Volume."", ""They are formed by heating liquids B. Decreased pressure and volume.""], ""correct"": ""It is an ionic gas a fixed volume results in ……….."", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET ACADEMY MODULE 02 QUESTINS BANK BySFoS 2.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": ""M2.2.3(a)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M2,M2.02.03,,Change of state from solid to gas is called,Deposition A. Ionic Gas,Sublimation B. Ionized Gas,Evaporation C. Gas,,Sublimation B. Ionized Gas,EASY,,,,DRAFT,Found in Suntech corpus,1,AEROJET ACADEMY MODULE 02 QUESTINS BANK BySFoS 2.pdf,"{""raw"": ""Change of state from solid to gas is called"", ""question"": ""Change of state from solid to gas is called"", ""options"": [""Deposition A. Ionic Gas"", ""Sublimation B. Ionized Gas"", ""Evaporation C. Gas""], ""correct"": ""Sublimation B. Ionized Gas"", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET ACADEMY MODULE 02 QUESTINS BANK BySFoS 2.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": ""M2.02.03"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M2,M2.02.03,,Evaporation leads to gas as deposition leads,Plasma directions is called …………….,Liquids A. Lattice spacing,Solids B. Lattice Parameter,,Solids B. Lattice Parameter,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,AEROJET ACADEMY MODULE 02 QUESTINS BANK BySFoS 2.pdf,"{""raw"": ""Evaporation leads to gas as deposition leads"", ""question"": ""Evaporation leads to gas as deposition leads"", ""options"": [""Plasma directions is called ……………."", ""Liquids A. Lattice spacing"", ""Solids B. Lattice Parameter""], ""correct"": ""Solids B. Lattice Parameter"", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET ACADEMY MODULE 02 QUESTINS BANK BySFoS 2.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": ""M2.02.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M2,M2.02.03,,I maintain my shape and do not move 26. Is there a distinction between mass and weight,Solid,Liquid,Gas,,Solid,MEDIUM,,,,DRAFT,Answered from BySFoS answer key Q18,1,AEROJET ACADEMY MODULE 02 QUESTINS BANK BySFoS 2.pdf,"{""raw"": ""I maintain my shape and do not move 26. Is there a distinction between mass and weight"", ""question"": ""I maintain my shape and do not move 26. Is there a distinction between mass and weight"", ""options"": [""Solid"", ""Liquid"", ""Gas""], ""correct"": ""Solid"", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET ACADEMY MODULE 02 QUESTINS BANK BySFoS 2.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": ""M2.02.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M2,M2.02.05,,Gases flow and completely fill their,The particles can move quickly in the number of ___ in a body,The particles are close together and,The particles cannot move from,,The particles cannot move from,EASY,,,,DRAFT,Found in Suntech corpus,1,AEROJET ACADEMY MODULE 02 QUESTINS BANK BySFoS 2.pdf,"{""raw"": ""Gases flow and completely fill their"", ""question"": ""Gases flow and completely fill their"", ""options"": [""The particles can move quickly in the number of ___ in a body"", ""The particles are close together and"", ""The particles cannot move from""], ""correct"": ""The particles cannot move from"", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET ACADEMY MODULE 02 QUESTINS BANK BySFoS 2.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": ""M2.02.05"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M2,,,The pull of the earth on a body is greater at the,Small Particles can be moved by Option A Yes,Large Particles can be moved by,None of the above,,Large Particles can be moved by,EASY,,,,DRAFT,Found in Suntech corpus,1,AEROJET ACADEMY MODULE 02 QUESTINS BANK BySFoS 2.pdf,"{""raw"": ""The pull of the earth on a body is greater at the"", ""question"": ""The pull of the earth on a body is greater at the"", ""options"": [""Small Particles can be moved by Option A Yes"", ""Large Particles can be moved by"", ""None of the above""], ""correct"": ""Large Particles can be moved by"", ""answer_text"": null, ""category"": null, ""source_file"": ""AEROJET ACADEMY MODULE 02 QUESTINS BANK BySFoS 2.pdf"", ""source_module"": ""M2"", ""fmt"": ""csv"", ""module"": ""M2"", ""syllabusRef"": """", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
