module,syllabusRef,level,text,optionA,optionB,optionC,optionD,correctAnswer,difficulty,subTopic,aiSourceRef,aiConfidence,status,reviewNote,points,sourceFile,rawJson,isEssay
M17,M17.17.02,,What principle does the operation of a propeller blade primarily rely on?,Newton’s first law of motion,Bernoulli’s principle,Newton’s third law of motion,,Newton’s third law of motion,MEDIUM,,,,DRAFT,Answer from doc-text: C) Newton’s third law of motion,1,M17 - Propeller standard test.docx,"{""raw"": ""What principle does the operation of a propeller blade primarily rely on?"", ""question"": ""What principle does the operation of a propeller blade primarily rely on?"", ""options"": [""Newton’s first law of motion"", ""Bernoulli’s principle"", ""Newton’s third law of motion""], ""correct"": ""Newton’s third law of motion"", ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""csv"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.02"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M17,M17.17.05,,What is the main cause of vibration if ice is allowed to build up on propeller blades?,Increased efficiency of the aerofoil,Out of balance condition,Reduced propeller weight,,Out of balance condition,MEDIUM,,,,DRAFT,Answer from doc-text: B) Out of balance condition,1,M17 - Propeller standard test.docx,"{""raw"": ""What is the main cause of vibration if ice is allowed to build up on propeller blades?"", ""question"": ""What is the main cause of vibration if ice is allowed to build up on propeller blades?"", ""options"": [""Increased efficiency of the aerofoil"", ""Out of balance condition"", ""Reduced propeller weight""], ""correct"": ""Out of balance condition"", ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""csv"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.05"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M17,M17.17.07,,What does the blade back of a propeller do to the airflow?,Decelerates the air and increases its pressure,Accelerates the air and reduces its pressure,Maintains constant pressure and speed,,Accelerates the air and reduces its pressure,MEDIUM,,,,DRAFT,Answer from doc-text: B) Accelerates the air and reduces its pressure,1,M17 - Propeller standard test.docx,"{""raw"": ""What does the blade back of a propeller do to the airflow?"", ""question"": ""What does the blade back of a propeller do to the airflow?"", ""options"": [""Decelerates the air and increases its pressure"", ""Accelerates the air and reduces its pressure"", ""Maintains constant pressure and speed""], ""correct"": ""Accelerates the air and reduces its pressure"", ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""csv"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.07"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M17,M17.17.02,,What type of flow does the propeller blade produce as it moves through the air?,Circular flow,Linear flow,Helical flow,,Helical flow,MEDIUM,,,,DRAFT,Answer from doc-text: C) Helical flow,1,M17 - Propeller standard test.docx,"{""raw"": ""What type of flow does the propeller blade produce as it moves through the air?"", ""question"": ""What type of flow does the propeller blade produce as it moves through the air?"", ""options"": [""Circular flow"", ""Linear flow"", ""Helical flow""], ""correct"": ""Helical flow"", ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""csv"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.02"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M17,M17.17.02,,What materials are modern propeller blades often made from?,Aluminum,Carbon or glass fiber composites,Steel,,Carbon or glass fiber composites,MEDIUM,,,,DRAFT,Answer from doc-text: B) Carbon or glass fiber composites,1,M17 - Propeller standard test.docx,"{""raw"": ""What materials are modern propeller blades often made from?"", ""question"": ""What materials are modern propeller blades often made from?"", ""options"": [""Aluminum"", ""Carbon or glass fiber composites"", ""Steel""], ""correct"": ""Carbon or glass fiber composites"", ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""csv"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.02"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M17,M17.17.02,,What is the primary purpose of the spinner on a propeller?,To increase the propeller's weight,To aerodynamically smooth the airflow over the hub,To decrease the propeller's strength,,To aerodynamically smooth the airflow over the hub,MEDIUM,,,,DRAFT,Answer from doc-text: B) To aerodynamically smooth the airflow over the hub,1,M17 - Propeller standard test.docx,"{""raw"": ""What is the primary purpose of the spinner on a propeller?"", ""question"": ""What is the primary purpose of the spinner on a propeller?"", ""options"": [""To increase the propeller's weight"", ""To aerodynamically smooth the airflow over the hub"", ""To decrease the propeller's strength""], ""correct"": ""To aerodynamically smooth the airflow over the hub"", ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""csv"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.02"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M17,M17.17.02,,What term is used for the curved or convex forward surface of a propeller blade?,Blade face,Blade back,Chord,,Blade back,MEDIUM,,,,DRAFT,Answer from doc-text: B) Blade back,1,M17 - Propeller standard test.docx,"{""raw"": ""What term is used for the curved or convex forward surface of a propeller blade?"", ""question"": ""What term is used for the curved or convex forward surface of a propeller blade?"", ""options"": [""Blade face"", ""Blade back"", ""Chord""], ""correct"": ""Blade back"", ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""csv"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.02"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M17,M17.17.02,,What is the function of the propeller hub?,To provide aerodynamic shaping,To secure the propeller blades to the drive shaft,To reduce propeller noise,,To secure the propeller blades to the drive shaft,EASY,,,,DRAFT,Answer from doc-text: B) To secure the propeller blades to the drive shaft,1,M17 - Propeller standard test.docx,"{""raw"": ""What is the function of the propeller hub?"", ""question"": ""What is the function of the propeller hub?"", ""options"": [""To provide aerodynamic shaping"", ""To secure the propeller blades to the drive shaft"", ""To reduce propeller noise""], ""correct"": ""To secure the propeller blades to the drive shaft"", ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""csv"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.02"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M17,M17.17.07,,What part of the propeller blade is the innermost and attaches it to the center of the propeller?,Tip,Root,Leading edge,,Root,MEDIUM,,,,DRAFT,Answer from doc-text: B) Root,1,M17 - Propeller standard test.docx,"{""raw"": ""What part of the propeller blade is the innermost and attaches it to the center of the propeller?"", ""question"": ""What part of the propeller blade is the innermost and attaches it to the center of the propeller?"", ""options"": [""Tip"", ""Root"", ""Leading edge""], ""correct"": ""Root"", ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""csv"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.07"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M17,M17.17.02,,Which of the following best describes a scimitar tip propeller?,It is designed for maximum noise,It is a non-swept back design,It has swept back tips for high efficiency,,It has swept back tips for high efficiency,MEDIUM,,,,DRAFT,Answer from doc-text: C) It has swept back tips for high efficiency,1,M17 - Propeller standard test.docx,"{""raw"": ""Which of the following best describes a scimitar tip propeller?"", ""question"": ""Which of the following best describes a scimitar tip propeller?"", ""options"": [""It is designed for maximum noise"", ""It is a non-swept back design"", ""It has swept back tips for high efficiency""], ""correct"": ""It has swept back tips for high efficiency"", ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""csv"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.02"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M17,M17.17.02,,What causes the separation of layers in composite propeller blades?,Lamination,De-lamination,Aerodynamic stress,,De-lamination,MEDIUM,,,,DRAFT,Answer from doc-text: B) De-lamination,1,M17 - Propeller standard test.docx,"{""raw"": ""What causes the separation of layers in composite propeller blades?"", ""question"": ""What causes the separation of layers in composite propeller blades?"", ""options"": [""Lamination"", ""De-lamination"", ""Aerodynamic stress""], ""correct"": ""De-lamination"", ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""csv"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.02"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M17,M17.17.02,,What part of the propeller blade pushes air rearward to generate forward thrust?,Blade face,Blade back,Leading edge,,Blade face,MEDIUM,,,,DRAFT,Answer from doc-text: A) Blade face,1,M17 - Propeller standard test.docx,"{""raw"": ""What part of the propeller blade pushes air rearward to generate forward thrust?"", ""question"": ""What part of the propeller blade pushes air rearward to generate forward thrust?"", ""options"": [""Blade face"", ""Blade back"", ""Leading edge""], ""correct"": ""Blade face"", ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""csv"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.02"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M17,M17.17.07,,What is one function of the chord line in a propeller blade?,It defines the distance between the hub and the tip,It helps measure the chord,It defines the straight line from leading edge to trailing edge,,It defines the straight line from leading edge to trailing edge,MEDIUM,,,,DRAFT,Answer from doc-text: C) It defines the straight line from leading edge to trailing edge,1,M17 - Propeller standard test.docx,"{""raw"": ""What is one function of the chord line in a propeller blade?"", ""question"": ""What is one function of the chord line in a propeller blade?"", ""options"": [""It defines the distance between the hub and the tip"", ""It helps measure the chord"", ""It defines the straight line from leading edge to trailing edge""], ""correct"": ""It defines the straight line from leading edge to trailing edge"", ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""csv"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.07"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M17,M17.17.07,,What type of damage can occur to composite propeller blades due to lightning strikes?,De-lamination,Corrosion,Melting at points of entry and exit,,Melting at points of entry and exit,MEDIUM,,,,DRAFT,Answer from doc-text: C) Melting at points of entry and exit,1,M17 - Propeller standard test.docx,"{""raw"": ""What type of damage can occur to composite propeller blades due to lightning strikes?"", ""question"": ""What type of damage can occur to composite propeller blades due to lightning strikes?"", ""options"": [""De-lamination"", ""Corrosion"", ""Melting at points of entry and exit""], ""correct"": ""Melting at points of entry and exit"", ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""csv"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.07"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M17,M17.17.03,,What is the primary purpose of controlling the pitch of a propeller blade?,To adjust the engine speed,To change the thrust and efficiency,To control the aircraft's altitude,,To change the thrust and efficiency,MEDIUM,,,,DRAFT,Answer from doc-text: B) To change the thrust and efficiency,1,M17 - Propeller standard test.docx,"{""raw"": ""What is the primary purpose of controlling the pitch of a propeller blade?"", ""question"": ""What is the primary purpose of controlling the pitch of a propeller blade?"", ""options"": [""To adjust the engine speed"", ""To change the thrust and efficiency"", ""To control the aircraft's altitude""], ""correct"": ""To change the thrust and efficiency"", ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""csv"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M17,M17.17.03,,How is the propeller pitch adjusted in a constant-speed propeller system?,Manually by the pilot,Automatically by a governor,By varying the propeller blade length,,Automatically by a governor,MEDIUM,,,,DRAFT,Answer from doc-text: B) Automatically by a governor,1,M17 - Propeller standard test.docx,"{""raw"": ""How is the propeller pitch adjusted in a constant-speed propeller system?"", ""question"": ""How is the propeller pitch adjusted in a constant-speed propeller system?"", ""options"": [""Manually by the pilot"", ""Automatically by a governor"", ""By varying the propeller blade length""], ""correct"": ""Automatically by a governor"", ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""csv"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M17,M17.17.03,,What happens when a propeller blade is set to a higher pitch angle?,It produces less thrust,It produces more thrust,It reduces fuel efficiency,,It produces more thrust,MEDIUM,,,,DRAFT,Answer from doc-text: B) It produces more thrust,1,M17 - Propeller standard test.docx,"{""raw"": ""What happens when a propeller blade is set to a higher pitch angle?"", ""question"": ""What happens when a propeller blade is set to a higher pitch angle?"", ""options"": [""It produces less thrust"", ""It produces more thrust"", ""It reduces fuel efficiency""], ""correct"": ""It produces more thrust"", ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""csv"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M17,M17.17.02,,What is the effect of a feathered propeller blade?,Maximizes drag,Minimizes drag,Increases thrust,,Minimizes drag,MEDIUM,,,,DRAFT,Answer from doc-text: B) Minimizes drag,1,M17 - Propeller standard test.docx,"{""raw"": ""What is the effect of a feathered propeller blade?"", ""question"": ""What is the effect of a feathered propeller blade?"", ""options"": [""Maximizes drag"", ""Minimizes drag"", ""Increases thrust""], ""correct"": ""Minimizes drag"", ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""csv"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.02"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M17,M17.17.03,,"In a variable pitch propeller, what component adjusts the blade angle?",Propeller hub,Governor,Spinner,,Governor,MEDIUM,,,,DRAFT,Answer from doc-text: B) Governor,1,M17 - Propeller standard test.docx,"{""raw"": ""In a variable pitch propeller, what component adjusts the blade angle?"", ""question"": ""In a variable pitch propeller, what component adjusts the blade angle?"", ""options"": [""Propeller hub"", ""Governor"", ""Spinner""], ""correct"": ""Governor"", ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""csv"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M17,M17.17.03,,What is the result of a fine pitch setting in a propeller blade?,High engine RPM and high thrust,Low engine RPM and low thrust,High engine RPM and low thrust,,High engine RPM and high thrust,MEDIUM,,,,DRAFT,Answer from doc-text: A) High engine RPM and high thrust,1,M17 - Propeller standard test.docx,"{""raw"": ""What is the result of a fine pitch setting in a propeller blade?"", ""question"": ""What is the result of a fine pitch setting in a propeller blade?"", ""options"": [""High engine RPM and high thrust"", ""Low engine RPM and low thrust"", ""High engine RPM and low thrust""], ""correct"": ""High engine RPM and high thrust"", ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""csv"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M17,M17.17.03,,Which propeller pitch setting is used during cruise flight for maximum efficiency?,Fine pitch,Coarse pitch,Feathered,,Coarse pitch,MEDIUM,,,,DRAFT,Answer from doc-text: B) Coarse pitch,1,M17 - Propeller standard test.docx,"{""raw"": ""Which propeller pitch setting is used during cruise flight for maximum efficiency?"", ""question"": ""Which propeller pitch setting is used during cruise flight for maximum efficiency?"", ""options"": [""Fine pitch"", ""Coarse pitch"", ""Feathered""], ""correct"": ""Coarse pitch"", ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""csv"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M17,M17.17.03,,What mechanism is used to change the pitch of a propeller blade in flight?,Hydraulic actuators,Electrical motors,Manual control levers,,Hydraulic actuators,MEDIUM,,,,DRAFT,Answer from doc-text: A) Hydraulic actuators,1,M17 - Propeller standard test.docx,"{""raw"": ""What mechanism is used to change the pitch of a propeller blade in flight?"", ""question"": ""What mechanism is used to change the pitch of a propeller blade in flight?"", ""options"": [""Hydraulic actuators"", ""Electrical motors"", ""Manual control levers""], ""correct"": ""Hydraulic actuators"", ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""csv"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M17,M17.17.03,,What is the term for the lowest blade angle in a controllable pitch propeller?,Fine pitch,Coarse pitch,Feathered pitch,,Fine pitch,MEDIUM,,,,DRAFT,Answer from doc-text: A) Fine pitch,1,M17 - Propeller standard test.docx,"{""raw"": ""What is the term for the lowest blade angle in a controllable pitch propeller?"", ""question"": ""What is the term for the lowest blade angle in a controllable pitch propeller?"", ""options"": [""Fine pitch"", ""Coarse pitch"", ""Feathered pitch""], ""correct"": ""Fine pitch"", ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""csv"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M17,M17.17.02,,What is one benefit of a constant-speed propeller?,Increased engine wear,Improved fuel efficiency,Reduced engine power,,Improved fuel efficiency,MEDIUM,,,,DRAFT,Answer from doc-text: B) Improved fuel efficiency,1,M17 - Propeller standard test.docx,"{""raw"": ""What is one benefit of a constant-speed propeller?"", ""question"": ""What is one benefit of a constant-speed propeller?"", ""options"": [""Increased engine wear"", ""Improved fuel efficiency"", ""Reduced engine power""], ""correct"": ""Improved fuel efficiency"", ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""csv"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.02"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M17,M17.17.03,,What happens to the propeller pitch during descent to reduce drag?,It is set to fine pitch,It is feathered,It is set to coarse pitch,,It is feathered,MEDIUM,,,,DRAFT,Answer from doc-text: B) It is feathered,1,M17 - Propeller standard test.docx,"{""raw"": ""What happens to the propeller pitch during descent to reduce drag?"", ""question"": ""What happens to the propeller pitch during descent to reduce drag?"", ""options"": [""It is set to fine pitch"", ""It is feathered"", ""It is set to coarse pitch""], ""correct"": ""It is feathered"", ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""csv"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
