module,syllabusRef,level,text,optionA,optionB,optionC,optionD,correctAnswer,difficulty,subTopic,aiSourceRef,aiConfidence,status,reviewNote,points,sourceFile,rawJson,isEssay
M9,M9.3,,What is the relationship between organisational culture and safety in aviation maintenance?,Culture has no impact on safety outcomes,A positive safety culture encourages reporting and reduces errors,Only technical skills determine safety,,A positive safety culture encourages reporting and reduces errors,HARD,09.03 Social Psychology,,,APPROVED,,1,EASA-Module-9a-Human-Factors-Complete.pdf,"{""raw"": ""What is the relationship between organisational culture and safety in aviation maintenance?"", ""question"": ""What is the relationship between organisational culture and safety in aviation maintenance?"", ""options"": [""Culture has no impact on safety outcomes"", ""A positive safety culture encourages reporting and reduces errors"", ""Only technical skills determine safety""], ""correct"": ""A positive safety culture encourages reporting and reduces errors"", ""answer_text"": null, ""category"": null, ""source_file"": ""EASA-Module-9a-Human-Factors-Complete.pdf"", ""source_module"": ""M9"", ""fmt"": ""csv"", ""module"": ""M9"", ""syllabusRef"": ""M9.3"", ""level"": """", ""difficulty"": ""HARD"", ""subTopic"": ""09.03 Social Psychology"", ""isEssay"": false}",False
M9,M9.3,,What does 'socialisation' mean in an aviation maintenance context?,Using social media at work,The process of learning group norms and behaviours,Attending social events,,The process of learning group norms and behaviours,EASY,09.03 Social Psychology,,,APPROVED,,1,EASA-Module-9a-Human-Factors-Complete.pdf,"{""raw"": ""What does 'socialisation' mean in an aviation maintenance context?"", ""question"": ""What does 'socialisation' mean in an aviation maintenance context?"", ""options"": [""Using social media at work"", ""The process of learning group norms and behaviours"", ""Attending social events""], ""correct"": ""The process of learning group norms and behaviours"", ""answer_text"": null, ""category"": null, ""source_file"": ""EASA-Module-9a-Human-Factors-Complete.pdf"", ""source_module"": ""M9"", ""fmt"": ""csv"", ""module"": ""M9"", ""syllabusRef"": ""M9.3"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": ""09.03 Social Psychology"", ""isEssay"": false}",False
M9,M9.4,,Which of the following is NOT one of the factors that affect performance in maintenance?,Fitness and health,Personal habits,Aircraft colour,,Aircraft colour,EASY,09.04 Factors That Affect Performance,,,APPROVED,,1,EASA-Module-9a-Human-Factors-Complete.pdf,"{""raw"": ""Which of the following is NOT one of the factors that affect performance in maintenance?"", ""question"": ""Which of the following is NOT one of the factors that affect performance in maintenance?"", ""options"": [""Fitness and health"", ""Personal habits"", ""Aircraft colour""], ""correct"": ""Aircraft colour"", ""answer_text"": null, ""category"": null, ""source_file"": ""EASA-Module-9a-Human-Factors-Complete.pdf"", ""source_module"": ""M9"", ""fmt"": ""csv"", ""module"": ""M9"", ""syllabusRef"": ""M9.4"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": ""09.04 Factors That Affect Performance"", ""isEssay"": false}",False
M9,M9.4,,What is 'arousal' in human performance terms?,The state of being awake,The level of alertness and readiness,Physical fitness,,The level of alertness and readiness,EASY,09.04 Factors That Affect Performance,,,APPROVED,,1,EASA-Module-9a-Human-Factors-Complete.pdf,"{""raw"": ""What is 'arousal' in human performance terms?"", ""question"": ""What is 'arousal' in human performance terms?"", ""options"": [""The state of being awake"", ""The level of alertness and readiness"", ""Physical fitness""], ""correct"": ""The level of alertness and readiness"", ""answer_text"": null, ""category"": null, ""source_file"": ""EASA-Module-9a-Human-Factors-Complete.pdf"", ""source_module"": ""M9"", ""fmt"": ""csv"", ""module"": ""M9"", ""syllabusRef"": ""M9.4"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": ""09.04 Factors That Affect Performance"", ""isEssay"": false}",False
M9,M9.4,,At which arousal level is human performance most efficient?,Low arousal,Optimal arousal,High arousal,,Optimal arousal,MEDIUM,09.04 Factors That Affect Performance,,,APPROVED,,1,EASA-Module-9a-Human-Factors-Complete.pdf,"{""raw"": ""At which arousal level is human performance most efficient?"", ""question"": ""At which arousal level is human performance most efficient?"", ""options"": [""Low arousal"", ""Optimal arousal"", ""High arousal""], ""correct"": ""Optimal arousal"", ""answer_text"": null, ""category"": null, ""source_file"": ""EASA-Module-9a-Human-Factors-Complete.pdf"", ""source_module"": ""M9"", ""fmt"": ""csv"", ""module"": ""M9"", ""syllabusRef"": ""M9.4"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": ""09.04 Factors That Affect Performance"", ""isEssay"": false}",False
M9,M9.4,,What happens during high arousal states?,Performance improves significantly,Attention narrows and errors increase,Memory improves,,Attention narrows and errors increase,MEDIUM,09.04 Factors That Affect Performance,,,APPROVED,,1,EASA-Module-9a-Human-Factors-Complete.pdf,"{""raw"": ""What happens during high arousal states?"", ""question"": ""What happens during high arousal states?"", ""options"": [""Performance improves significantly"", ""Attention narrows and errors increase"", ""Memory improves""], ""correct"": ""Attention narrows and errors increase"", ""answer_text"": null, ""category"": null, ""source_file"": ""EASA-Module-9a-Human-Factors-Complete.pdf"", ""source_module"": ""M9"", ""fmt"": ""csv"", ""module"": ""M9"", ""syllabusRef"": ""M9.4"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": ""09.04 Factors That Affect Performance"", ""isEssay"": false}",False
M9,M9.4,,What is the sleep credit/debit system?,8 hours sleep credits 16 hours waking; 1 hour sleep = 2 hours awake,Sleep can be stored for future use,10 hours sleep is required daily,,8 hours sleep credits 16 hours waking; 1 hour sleep = 2 hours awake,MEDIUM,09.04 Factors That Affect Performance,,,APPROVED,,1,EASA-Module-9a-Human-Factors-Complete.pdf,"{""raw"": ""What is the sleep credit/debit system?"", ""question"": ""What is the sleep credit/debit system?"", ""options"": [""8 hours sleep credits 16 hours waking; 1 hour sleep = 2 hours awake"", ""Sleep can be stored for future use"", ""10 hours sleep is required daily""], ""correct"": ""8 hours sleep credits 16 hours waking; 1 hour sleep = 2 hours awake"", ""answer_text"": null, ""category"": null, ""source_file"": ""EASA-Module-9a-Human-Factors-Complete.pdf"", ""source_module"": ""M9"", ""fmt"": ""csv"", ""module"": ""M9"", ""syllabusRef"": ""M9.4"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": ""09.04 Factors That Affect Performance"", ""isEssay"": false}",False
M9,M9.4,,Why does cumulative sleep deficit increase accident risk?,It has no effect on accident risk,"It reduces alertness, decision-making ability and reaction time",It only affects physical strength,,"It reduces alertness, decision-making ability and reaction time",HARD,09.04 Factors That Affect Performance,,,APPROVED,,1,EASA-Module-9a-Human-Factors-Complete.pdf,"{""raw"": ""Why does cumulative sleep deficit increase accident risk?"", ""question"": ""Why does cumulative sleep deficit increase accident risk?"", ""options"": [""It has no effect on accident risk"", ""It reduces alertness, decision-making ability and reaction time"", ""It only affects physical strength""], ""correct"": ""It reduces alertness, decision-making ability and reaction time"", ""answer_text"": null, ""category"": null, ""source_file"": ""EASA-Module-9a-Human-Factors-Complete.pdf"", ""source_module"": ""M9"", ""fmt"": ""csv"", ""module"": ""M9"", ""syllabusRef"": ""M9.4"", ""level"": """", ""difficulty"": ""HARD"", ""subTopic"": ""09.04 Factors That Affect Performance"", ""isEssay"": false}",False
M9,M9.4,,Which of the following is a symptom of fatigue?,Increased energy,Decreased attention and awareness,Improved memory,,Decreased attention and awareness,EASY,09.04 Factors That Affect Performance,,,APPROVED,,1,EASA-Module-9a-Human-Factors-Complete.pdf,"{""raw"": ""Which of the following is a symptom of fatigue?"", ""question"": ""Which of the following is a symptom of fatigue?"", ""options"": [""Increased energy"", ""Decreased attention and awareness"", ""Improved memory""], ""correct"": ""Decreased attention and awareness"", ""answer_text"": null, ""category"": null, ""source_file"": ""EASA-Module-9a-Human-Factors-Complete.pdf"", ""source_module"": ""M9"", ""fmt"": ""csv"", ""module"": ""M9"", ""syllabusRef"": ""M9.4"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": ""09.04 Factors That Affect Performance"", ""isEssay"": false}",False
M9,M9.4,,What is workload management in aviation maintenance?,Doing as many tasks as possible,Planning and scheduling to balance work demands,Reducing the number of staff,,Planning and scheduling to balance work demands,MEDIUM,09.04 Factors That Affect Performance,,,APPROVED,,1,EASA-Module-9a-Human-Factors-Complete.pdf,"{""raw"": ""What is workload management in aviation maintenance?"", ""question"": ""What is workload management in aviation maintenance?"", ""options"": [""Doing as many tasks as possible"", ""Planning and scheduling to balance work demands"", ""Reducing the number of staff""], ""correct"": ""Planning and scheduling to balance work demands"", ""answer_text"": null, ""category"": null, ""source_file"": ""EASA-Module-9a-Human-Factors-Complete.pdf"", ""source_module"": ""M9"", ""fmt"": ""csv"", ""module"": ""M9"", ""syllabusRef"": ""M9.4"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": ""09.04 Factors That Affect Performance"", ""isEssay"": false}",False
M9,M9.5,,Which physical environmental factor is NOT mentioned as affecting maintenance performance?,Noise levels,Temperature,Aircraft livery,,Aircraft livery,EASY,09.05 Physical Environment,,,APPROVED,,1,EASA-Module-9a-Human-Factors-Complete.pdf,"{""raw"": ""Which physical environmental factor is NOT mentioned as affecting maintenance performance?"", ""question"": ""Which physical environmental factor is NOT mentioned as affecting maintenance performance?"", ""options"": [""Noise levels"", ""Temperature"", ""Aircraft livery""], ""correct"": ""Aircraft livery"", ""answer_text"": null, ""category"": null, ""source_file"": ""EASA-Module-9a-Human-Factors-Complete.pdf"", ""source_module"": ""M9"", ""fmt"": ""csv"", ""module"": ""M9"", ""syllabusRef"": ""M9.5"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": ""09.05 Physical Environment"", ""isEssay"": false}",False
M9,M9.5,,What effect does poor lighting have on maintenance tasks?,No effect,Increases eye strain and error risk,Improves accuracy,,Increases eye strain and error risk,EASY,09.05 Physical Environment,,,APPROVED,,1,EASA-Module-9a-Human-Factors-Complete.pdf,"{""raw"": ""What effect does poor lighting have on maintenance tasks?"", ""question"": ""What effect does poor lighting have on maintenance tasks?"", ""options"": [""No effect"", ""Increases eye strain and error risk"", ""Improves accuracy""], ""correct"": ""Increases eye strain and error risk"", ""answer_text"": null, ""category"": null, ""source_file"": ""EASA-Module-9a-Human-Factors-Complete.pdf"", ""source_module"": ""M9"", ""fmt"": ""csv"", ""module"": ""M9"", ""syllabusRef"": ""M9.5"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": ""09.05 Physical Environment"", ""isEssay"": false}",False
M9,M9.5,,Why is temperature control important in hangars?,It affects paint drying only,Extreme temperatures affect concentration and manual dexterity,It has no impact on maintenance,,Extreme temperatures affect concentration and manual dexterity,MEDIUM,09.05 Physical Environment,,,APPROVED,,1,EASA-Module-9a-Human-Factors-Complete.pdf,"{""raw"": ""Why is temperature control important in hangars?"", ""question"": ""Why is temperature control important in hangars?"", ""options"": [""It affects paint drying only"", ""Extreme temperatures affect concentration and manual dexterity"", ""It has no impact on maintenance""], ""correct"": ""Extreme temperatures affect concentration and manual dexterity"", ""answer_text"": null, ""category"": null, ""source_file"": ""EASA-Module-9a-Human-Factors-Complete.pdf"", ""source_module"": ""M9"", ""fmt"": ""csv"", ""module"": ""M9"", ""syllabusRef"": ""M9.5"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": ""09.05 Physical Environment"", ""isEssay"": false}",False
M9,M9.5,,How can high noise levels affect maintenance personnel?,They improve concentration,They cause stress and communication difficulties,They have no effect,,They cause stress and communication difficulties,MEDIUM,09.05 Physical Environment,,,APPROVED,,1,EASA-Module-9a-Human-Factors-Complete.pdf,"{""raw"": ""How can high noise levels affect maintenance personnel?"", ""question"": ""How can high noise levels affect maintenance personnel?"", ""options"": [""They improve concentration"", ""They cause stress and communication difficulties"", ""They have no effect""], ""correct"": ""They cause stress and communication difficulties"", ""answer_text"": null, ""category"": null, ""source_file"": ""EASA-Module-9a-Human-Factors-Complete.pdf"", ""source_module"": ""M9"", ""fmt"": ""csv"", ""module"": ""M9"", ""syllabusRef"": ""M9.5"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": ""09.05 Physical Environment"", ""isEssay"": false}",False
M9,M9.6,,What characterises a repetitive task?,Short duration and high frequency,Long duration and low frequency,One-off complex operations,,Short duration and high frequency,EASY,09.06 Tasks,,,APPROVED,,1,EASA-Module-9a-Human-Factors-Complete.pdf,"{""raw"": ""What characterises a repetitive task?"", ""question"": ""What characterises a repetitive task?"", ""options"": [""Short duration and high frequency"", ""Long duration and low frequency"", ""One-off complex operations""], ""correct"": ""Short duration and high frequency"", ""answer_text"": null, ""category"": null, ""source_file"": ""EASA-Module-9a-Human-Factors-Complete.pdf"", ""source_module"": ""M9"", ""fmt"": ""csv"", ""module"": ""M9"", ""syllabusRef"": ""M9.6"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": ""09.06 Tasks"", ""isEssay"": false}",False
M9,M9.6,,What is a risk associated with highly repetitive maintenance tasks?,Increased motivation,"Boredom, reduced arousal and missed defects",Faster completion times,,"Boredom, reduced arousal and missed defects",MEDIUM,09.06 Tasks,,,APPROVED,,1,EASA-Module-9a-Human-Factors-Complete.pdf,"{""raw"": ""What is a risk associated with highly repetitive maintenance tasks?"", ""question"": ""What is a risk associated with highly repetitive maintenance tasks?"", ""options"": [""Increased motivation"", ""Boredom, reduced arousal and missed defects"", ""Faster completion times""], ""correct"": ""Boredom, reduced arousal and missed defects"", ""answer_text"": null, ""category"": null, ""source_file"": ""EASA-Module-9a-Human-Factors-Complete.pdf"", ""source_module"": ""M9"", ""fmt"": ""csv"", ""module"": ""M9"", ""syllabusRef"": ""M9.6"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": ""09.06 Tasks"", ""isEssay"": false}",False
M9,M9.6,,Why are inspection tasks particularly vulnerable to human error?,Because they are always simple,Because they require sustained attention which is difficult to maintain,Because inspectors work too quickly,,Because they require sustained attention which is difficult to maintain,HARD,09.06 Tasks,,,APPROVED,,1,EASA-Module-9a-Human-Factors-Complete.pdf,"{""raw"": ""Why are inspection tasks particularly vulnerable to human error?"", ""question"": ""Why are inspection tasks particularly vulnerable to human error?"", ""options"": [""Because they are always simple"", ""Because they require sustained attention which is difficult to maintain"", ""Because inspectors work too quickly""], ""correct"": ""Because they require sustained attention which is difficult to maintain"", ""answer_text"": null, ""category"": null, ""source_file"": ""EASA-Module-9a-Human-Factors-Complete.pdf"", ""source_module"": ""M9"", ""fmt"": ""csv"", ""module"": ""M9"", ""syllabusRef"": ""M9.6"", ""level"": """", ""difficulty"": ""HARD"", ""subTopic"": ""09.06 Tasks"", ""isEssay"": false}",False
M9,M9.6,,What is time pressure in maintenance?,Having adequate time to complete tasks,Feeling rushed to complete tasks which can compromise quality,Working standard hours,,Feeling rushed to complete tasks which can compromise quality,MEDIUM,09.06 Tasks,,,APPROVED,,1,EASA-Module-9a-Human-Factors-Complete.pdf,"{""raw"": ""What is time pressure in maintenance?"", ""question"": ""What is time pressure in maintenance?"", ""options"": [""Having adequate time to complete tasks"", ""Feeling rushed to complete tasks which can compromise quality"", ""Working standard hours""], ""correct"": ""Feeling rushed to complete tasks which can compromise quality"", ""answer_text"": null, ""category"": null, ""source_file"": ""EASA-Module-9a-Human-Factors-Complete.pdf"", ""source_module"": ""M9"", ""fmt"": ""csv"", ""module"": ""M9"", ""syllabusRef"": ""M9.6"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": ""09.06 Tasks"", ""isEssay"": false}",False
