module,syllabusRef,level,text,optionA,optionB,optionC,optionD,correctAnswer,difficulty,subTopic,aiSourceRef,aiConfidence,status,reviewNote,points,sourceFile,rawJson
M11A,M11A.81.2,,1. What is the primary role of the horizontal stabiliser?,Generate thrust,Provide longitudinal pitch stability,Control roll movements,,Provide longitudinal pitch stability,MEDIUM,,,,REVIEWED,KB direct (score=4),1,Module 11 Rans.pdf,"{""raw"": ""1. What is the primary role of the horizontal stabiliser?\nA) Generate thrust\nB) Provide longitudinal pitch stability\nC) Control roll movements"", ""question"": ""1. What is the primary role of the horizontal stabiliser?"", ""options"": [""Generate thrust"", ""Provide longitudinal pitch stability"", ""Control roll movements""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.81.2"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M11A,M11A.3.000,,Why is the horizontal stabiliser typically set at a slightly negative angle of,To increase engine efficiency,To create a small downward stabilizing force,To reduce drag during cruise,,To create a small downward stabilizing force,MEDIUM,,,,REVIEWED,KB partial (score=4),1,Module 11 Rans.pdf,"{""raw"": ""2. Why is the horizontal stabiliser typically set at a slightly negative angle of\nincidence?\nA) To increase engine efficiency\nB) To create a small downward stabilizing force\nC) To reduce drag during cruise"", ""question"": ""Why is the horizontal stabiliser typically set at a slightly negative angle of"", ""options"": [""To increase engine efficiency"", ""To create a small downward stabilizing force"", ""To reduce drag during cruise""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.3.000"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M11A,,,3. What is a disadvantage of a T-tail arrangement?,Reduced rudder effectiveness,Risk of deep stall at high angles of attack,Increased weight due to reinforced structure,,Risk of deep stall at high angles of attack,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""3. What is a disadvantage of a T-tail arrangement?\nA) Reduced rudder effectiveness\nB) Risk of deep stall at high angles of attack\nC) Increased weight due to reinforced structure"", ""question"": ""3. What is a disadvantage of a T-tail arrangement?"", ""options"": [""Reduced rudder effectiveness"", ""Risk of deep stall at high angles of attack"", ""Increased weight due to reinforced structure""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""difficulty"": ""MEDIUM""}"
M11A,M11A.3.000,,4. How does a T-tail improve rudder effectiveness?,By reducing turbulence from the wings,"Through the ""end plate effect""",By increasing engine airflow over the tail,,By increasing engine airflow over the tail,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""4. How does a T-tail improve rudder effectiveness?\nA) By reducing turbulence from the wings\nB) Through the \""end plate effect\""\nC) By increasing engine airflow over the tail"", ""question"": ""4. How does a T-tail improve rudder effectiveness?"", ""options"": [""By reducing turbulence from the wings"", ""Through the \""end plate effect\"""", ""By increasing engine airflow over the tail""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.3.000"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M11A,M11A.11.03,,5. What safety feature do T-tailed aircraft have to prevent deep stalls?,Automatic rudder deflection,Stick-push system,Enhanced wing flaps,,Stick-push system,MEDIUM,,,,REVIEWED,KB direct (score=6),1,Module 11 Rans.pdf,"{""raw"": ""5. What safety feature do T-tailed aircraft have to prevent deep stalls?\nA) Automatic rudder deflection\nB) Stick-push system\nC) Enhanced wing flaps\nImage 3 (Fig 01.4 - Offset Vertical Stabiliser)"", ""question"": ""5. What safety feature do T-tailed aircraft have to prevent deep stalls?"", ""options"": [""Automatic rudder deflection"", ""Stick-push system"", ""Enhanced wing flaps""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.03"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M11A,M11A.11.03,,1. Why might a single-engine propeller aircraft have an offset vertical stabiliser?,To counteract yaw from propeller slipstream,To improve roll stability,To reduce fuel consumption,,To counteract yaw from propeller slipstream,MEDIUM,,,,REVIEWED,KB direct (score=5),1,Module 11 Rans.pdf,"{""raw"": ""1. Why might a single-engine propeller aircraft have an offset vertical stabiliser?\nA) To counteract yaw from propeller slipstream\nB) To improve roll stability\nC) To reduce fuel consumption"", ""question"": ""1. Why might a single-engine propeller aircraft have an offset vertical stabiliser?"", ""options"": [""To counteract yaw from propeller slipstream"", ""To improve roll stability"", ""To reduce fuel consumption""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.03"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M11A,M11A.13.1(b),,2. What aerodynamic issue does the offset fin address?,Wingtip vortices,Asymmetric propeller airflow,Elevator flutter,,Asymmetric propeller airflow,MEDIUM,,,,REVIEWED,KB direct (score=5),1,Module 11 Rans.pdf,"{""raw"": ""2. What aerodynamic issue does the offset fin address?\nA) Wingtip vortices\nB) Asymmetric propeller airflow\nC) Elevator flutter"", ""question"": ""2. What aerodynamic issue does the offset fin address?"", ""options"": [""Wingtip vortices"", ""Asymmetric propeller airflow"", ""Elevator flutter""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.13.1(b)"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M11A,M11A.11.03,,3. Which part of the aircraft is most affected by propeller-induced yaw?,Horizontal stabiliser,Vertical stabiliser,Wing flaps,,Vertical stabiliser,MEDIUM,,,,REVIEWED,KB direct (score=4),1,Module 11 Rans.pdf,"{""raw"": ""3. Which part of the aircraft is most affected by propeller-induced yaw?\nA) Horizontal stabiliser\nB) Vertical stabiliser\nC) Wing flaps"", ""question"": ""3. Which part of the aircraft is most affected by propeller-induced yaw?"", ""options"": [""Horizontal stabiliser"", ""Vertical stabiliser"", ""Wing flaps""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.03"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M11A,M11A.11.9(a),,4. What is the primary function of the vertical stabiliser?,Control pitch,Provide directional (yaw) stability,Assist in roll control,,Provide directional (yaw) stability,MEDIUM,,,,REVIEWED,KB direct (score=4),1,Module 11 Rans.pdf,"{""raw"": ""4. What is the primary function of the vertical stabiliser?\nA) Control pitch\nB) Provide directional (yaw) stability\nC) Assist in roll control"", ""question"": ""4. What is the primary function of the vertical stabiliser?"", ""options"": [""Control pitch"", ""Provide directional (yaw) stability"", ""Assist in roll control""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.9(a)"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M11A,M11A.3.000,,5. How does the offset fin modify airflow?,By redirecting slipstream evenly,By countering asymmetric propeller wash,By increasing lift on one wing,,By countering asymmetric propeller wash,EASY,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""5. How does the offset fin modify airflow?\nA) By redirecting slipstream evenly\nB) By countering asymmetric propeller wash\nC) By increasing lift on one wing\nImage 4 (Fig 01.5 - Moveable Control Surfaces)"", ""question"": ""5. How does the offset fin modify airflow?"", ""options"": [""By redirecting slipstream evenly"", ""By countering asymmetric propeller wash"", ""By increasing lift on one wing""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.3.000"", ""level"": null, ""difficulty"": ""EASY""}"
M11A,M11A.11.9(a),,1. Which of the following is a primary flight control surface?,Flaps,Elevators,Trim tabs,,Elevators,MEDIUM,,,,REVIEWED,Fixed: elevators are primary controls among given options,1,Module 11 Rans.pdf,"{""raw"": ""1. Which of the following is a primary flight control surface?\nA) Flaps\nB) Elevators\nC) Trim tabs"", ""question"": ""1. Which of the following is a primary flight control surface?"", ""options"": [""Flaps"", ""Elevators"", ""Trim tabs""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.9(a)"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M11A,M11A.11.9(a),,2. What is the purpose of secondary control surfaces like flaps and slats?,Replace ailerons during flight,Modify lift/drag characteristics,Control yaw during cruise,,Replace ailerons during flight,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""2. What is the purpose of secondary control surfaces like flaps and slats?\nA) Replace ailerons during flight\nB) Modify lift/drag characteristics\nC) Control yaw during cruise"", ""question"": ""2. What is the purpose of secondary control surfaces like flaps and slats?"", ""options"": [""Replace ailerons during flight"", ""Modify lift/drag characteristics"", ""Control yaw during cruise""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.9(a)"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M11A,M11A.11.04,,3. Which control surfaces are used together for roll control on large aircraft?,Ailerons and spoilers,Rudder and elevators,Flaps and slats,,Ailerons and spoilers,MEDIUM,,,,REVIEWED,KB direct (score=7),1,Module 11 Rans.pdf,"{""raw"": ""3. Which control surfaces are used together for roll control on large aircraft?\nA) Ailerons and spoilers\nB) Rudder and elevators\nC) Flaps and slats"", ""question"": ""3. Which control surfaces are used together for roll control on large aircraft?"", ""options"": [""Ailerons and spoilers"", ""Rudder and elevators"", ""Flaps and slats""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.04"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M11A,M11A.81.2,,4. Why might outboard ailerons be disabled at high speeds?,To prevent aileron reversal due to wing twist,To reduce engine noise,To improve fuel efficiency,,To prevent aileron reversal due to wing twist,MEDIUM,,,,REVIEWED,KB direct (score=5),1,Module 11 Rans.pdf,"{""raw"": ""4. Why might outboard ailerons be disabled at high speeds?\nA) To prevent aileron reversal due to wing twist\nB) To reduce engine noise\nC) To improve fuel efficiency"", ""question"": ""4. Why might outboard ailerons be disabled at high speeds?"", ""options"": [""To prevent aileron reversal due to wing twist"", ""To reduce engine noise"", ""To improve fuel efficiency""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.81.2"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M11A,M11A.11.2(b),,5. What is the risk of using outboard ailerons at high speeds?,Reduced rudder authority,Structural damage from wing flexing,Excessive pitch oscillations,,Structural damage from wing flexing,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""5. What is the risk of using outboard ailerons at high speeds?\nA) Reduced rudder authority\nB) Structural damage from wing flexing\nC) Excessive pitch oscillations\nImage 5 (Fig 01.14 - Ruddervators)"", ""question"": ""5. What is the risk of using outboard ailerons at high speeds?"", ""options"": [""Reduced rudder authority"", ""Structural damage from wing flexing"", ""Excessive pitch oscillations""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.2(b)"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M11A,M11A.11.03,,1. What is the function of ruddervators on a V-tail aircraft?,Combine rudder and elevator actions,Replace flaps during landing,Enhance roll stability,,Combine rudder and elevator actions,MEDIUM,,,,REVIEWED,KB direct (score=3),1,Module 11 Rans.pdf,"{""raw"": ""1. What is the function of ruddervators on a V-tail aircraft?\nA) Combine rudder and elevator actions\nB) Replace flaps during landing\nC) Enhance roll stability"", ""question"": ""1. What is the function of ruddervators on a V-tail aircraft?"", ""options"": [""Combine rudder and elevator actions"", ""Replace flaps during landing"", ""Enhance roll stability""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.03"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M11A,M11A.2.5,,2. How do ruddervators differ from conventional elevators?,They cannot control pitch,They perform dual roles (yaw + pitch),They are only used during takeoff,,They perform dual roles (yaw + pitch),MEDIUM,,,,REVIEWED,KB direct (score=4),1,Module 11 Rans.pdf,"{""raw"": ""2. How do ruddervators differ from conventional elevators?\nA) They cannot control pitch\nB) They perform dual roles (yaw + pitch)\nC) They are only used during takeoff"", ""question"": ""2. How do ruddervators differ from conventional elevators?"", ""options"": [""They cannot control pitch"", ""They perform dual roles (yaw + pitch)"", ""They are only used during takeoff""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.2.5"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M11A,M11A.13.1(b),,3. What is a key advantage of high-lift devices like flaps?,Increase cruise speed,Reduce landing speed by increasing lift,Improve engine thrust,,Reduce landing speed by increasing lift,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""3. What is a key advantage of high-lift devices like flaps?\nA) Increase cruise speed\nB) Reduce landing speed by increasing lift\nC) Improve engine thrust"", ""question"": ""3. What is a key advantage of high-lift devices like flaps?"", ""options"": [""Increase cruise speed"", ""Reduce landing speed by increasing lift"", ""Improve engine thrust""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.13.1(b)"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M11A,M11A.13.1(b),,4. Which devices are classified as trailing-edge high-lift devices?,Slats,Krueger flaps,Fowler flaps,,Krueger flaps,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""4. Which devices are classified as trailing-edge high-lift devices?\nA) Slats\nB) Krueger flaps\nC) Fowler flaps"", ""question"": ""4. Which devices are classified as trailing-edge high-lift devices?"", ""options"": [""Slats"", ""Krueger flaps"", ""Fowler flaps""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.13.1(b)"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M11A,M11A.11.06,,5. Why do modern jets need high-lift devices for landing?,To compensate for short runways,To reduce stalling speed below cruise efficiency,To increase engine power,,To reduce stalling speed below cruise efficiency,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""5. Why do modern jets need high-lift devices for landing?\nA) To compensate for short runways\nB) To reduce stalling speed below cruise efficiency\nC) To increase engine power\n:\nImage 6 (Fig 01.7 - Roll Spoiler Controls & Fig 01.8 - Elevator Controls)"", ""question"": ""5. Why do modern jets need high-lift devices for landing?"", ""options"": [""To compensate for short runways"", ""To reduce stalling speed below cruise efficiency"", ""To increase engine power""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.06"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M11A,M11A.3.000,,2. What happens to the spoiler on the side of the down-going aileron?,It deploys fully to increase drag,It remains flush with the wing surface,It deflects downward to augment lift,,It deploys fully to increase drag,MEDIUM,,,,REVIEWED,KB direct (score=4),1,Module 11 Rans.pdf,"{""raw"": ""2. What happens to the spoiler on the side of the down-going aileron?\nA) It deploys fully to increase drag\nB) It remains flush with the wing surface\nC) It deflects downward to augment lift"", ""question"": ""2. What happens to the spoiler on the side of the down-going aileron?"", ""options"": [""It deploys fully to increase drag"", ""It remains flush with the wing surface"", ""It deflects downward to augment lift""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.3.000"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M11A,M11A.11.9(a),,3. What is the primary function of the elevators?,Control yaw around the vertical axis,Control pitch around the lateral axis,Assist in roll during turns,,Control pitch around the lateral axis,EASY,,,,REVIEWED,Fixed: elevators control pitch,1,Module 11 Rans.pdf,"{""raw"": ""3. What is the primary function of the elevators?\nA) Control yaw around the vertical axis\nB) Control pitch around the lateral axis\nC) Assist in roll during turns"", ""question"": ""3. What is the primary function of the elevators?"", ""options"": [""Control yaw around the vertical axis"", ""Control pitch around the lateral axis"", ""Assist in roll during turns""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""pdf"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.9(a)"", ""level"": null, ""difficulty"": ""EASY""}"
