module,syllabusRef,level,text,optionA,optionB,optionC,optionD,correctAnswer,difficulty,subTopic,aiSourceRef,aiConfidence,status,reviewNote,points,sourceFile,rawJson
M4,,,11. What are the three main parts of a transistor?,"Anode, cathode, gate","Base, collector, emitter","Source, drain, gate",,B,MEDIUM,,,,DRAFT,ANSWERED,"Found in Suntech corpus - Emitter, Base, Collector",4.1 Diodes.docx,"{""raw"": ""11. What are the three main parts of a transistor?\n     a) Anode, cathode, gate\n     b) Base, collector, emitter\n     c) Source, drain, gate"", ""question"": ""11. What are the three main parts of a transistor?"", ""options"": [""Anode, cathode, gate"", ""Base, collector, emitter"", ""Source, drain, gate""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""MEDIUM""}"
M4,,,12. Which type of transistor has better efficiency for switching applications?,PNP,NPN,Both have the same efficiency,,C,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,4.1 Diodes.docx,"{""raw"": ""12. Which type of transistor has better efficiency for switching applications?\n     a) PNP\n     b) NPN\n     c) Both have the same efficiency"", ""question"": ""12. Which type of transistor has better efficiency for switching applications?"", ""options"": [""PNP"", ""NPN"", ""Both have the same efficiency""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""MEDIUM""}"
M4,,,13. What is the role of the base in a transistor?,It collects electrons.,It controls the current flow between the collector and emitter.,It emits electrons.,,A,EASY,,,,DRAFT,Found in Suntech corpus,1,4.1 Diodes.docx,"{""raw"": ""13. What is the role of the base in a transistor?\n     a) It collects electrons.\n     b) It controls the current flow between the collector and emitter.\n     c) It emits electrons."", ""question"": ""13. What is the role of the base in a transistor?"", ""options"": [""It collects electrons."", ""It controls the current flow between the collector and emitter."", ""It emits electrons.""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""EASY""}"
M4,,,14. Which material is commonly used in the construction of transistors?,Copper,Silicon,Gold,,B,MEDIUM,,,,DRAFT,ANSWERED,Found in Suntech corpus - Silicon is the primary material for transistors,4.1 Diodes.docx,"{""raw"": ""14. Which material is commonly used in the construction of transistors?\n     a) Copper\n     b) Silicon\n     c) Gold"", ""question"": ""14. Which material is commonly used in the construction of transistors?"", ""options"": [""Copper"", ""Silicon"", ""Gold""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""MEDIUM""}"
M4,,,15. Which characteristic defines a bipolar junction transistor (BJT)?,It has a single PN junction.,It has two PN junctions.,It does not have any PN junctions.,,A,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,4.1 Diodes.docx,"{""raw"": ""15. Which characteristic defines a bipolar junction transistor (BJT)?\n     a) It has a single PN junction.\n     b) It has two PN junctions.\n     c) It does not have any PN junctions."", ""question"": ""15. Which characteristic defines a bipolar junction transistor (BJT)?"", ""options"": [""It has a single PN junction."", ""It has two PN junctions."", ""It does not have any PN junctions.""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""MEDIUM""}"
M4,,,16. How is a PNP transistor constructed?,A layer of N-type material between two layers of P-type material,A layer of P-type material between two layers of N-type material,Two layers of N-type material separated by a P-type layer,,A,EASY,,,,DRAFT,Found in Suntech corpus,1,4.1 Diodes.docx,"{""raw"": ""16. How is a PNP transistor constructed?\n     a) A layer of N-type material between two layers of P-type material\n     b) A layer of P-type material between two layers of N-type material\n     c) Two layers of N-type material separated by a P-type layer"", ""question"": ""16. How is a PNP transistor constructed?"", ""options"": [""A layer of N-type material between two layers of P-type material"", ""A layer of P-type material between two layers of N-type material"", ""Two layers of N-type material separated by a P-type layer""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""EASY""}"
M4,,,17. What is the primary function of the emitter in a transistor?,To collect electrons,To emit electrons into the base,To control the current,,A,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,4.1 Diodes.docx,"{""raw"": ""17. What is the primary function of the emitter in a transistor?\n     a) To collect electrons\n     b) To emit electrons into the base\n     c) To control the current"", ""question"": ""17. What is the primary function of the emitter in a transistor?"", ""options"": [""To collect electrons"", ""To emit electrons into the base"", ""To control the current""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""MEDIUM""}"
M4,,,18. What happens when a transistor is in the saturation region?,It conducts maximum current.,It blocks all current.,It oscillates.,,A,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,4.1 Diodes.docx,"{""raw"": ""18. What happens when a transistor is in the saturation region?\n     a) It conducts maximum current.\n     b) It blocks all current.\n     c) It oscillates."", ""question"": ""18. What happens when a transistor is in the saturation region?"", ""options"": [""It conducts maximum current."", ""It blocks all current."", ""It oscillates.""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""MEDIUM""}"
M4,M4.04.02,,19. Which configuration is commonly used for amplifier circuits?,Emitter-follower,Common-Emitter,Common-Collector,,B,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,4.1 Diodes.docx,"{""raw"": ""19. Which configuration is commonly used for amplifier circuits?\n     a) Emitter-follower\n     b) Common-Emitter\n     c) Common-Collector"", ""question"": ""19. Which configuration is commonly used for amplifier circuits?"", ""options"": [""Emitter-follower"", ""Common-Emitter"", ""Common-Collector""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""syllabusRef"": ""M4.04.02"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M4,,,20. How is the operation of a transistor tested?,By measuring resistance only,By checking voltage and current characteristics,By observing light emission,,B,EASY,,,,DRAFT,Found in Suntech corpus,1,4.1 Diodes.docx,"{""raw"": ""20. How is the operation of a transistor tested?\n     a) By measuring resistance only\n     b) By checking voltage and current characteristics\n     c) By observing light emission"", ""question"": ""20. How is the operation of a transistor tested?"", ""options"": [""By measuring resistance only"", ""By checking voltage and current characteristics"", ""By observing light emission""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""EASY""}"
M4,M4.04.02,,21. What is an integrated circuit?,A single electronic component,A set of electronic components on a single chip,A type of transistor,,C,EASY,,,,DRAFT,Found in Suntech corpus,1,4.1 Diodes.docx,"{""raw"": ""21. What is an integrated circuit?\n     a) A single electronic component\n     b) A set of electronic components on a single chip\n     c) A type of transistor"", ""question"": ""21. What is an integrated circuit?"", ""options"": [""A single electronic component"", ""A set of electronic components on a single chip"", ""A type of transistor""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""syllabusRef"": ""M4.04.02"", ""level"": null, ""difficulty"": ""EASY""}"
M4,M4.04.02,,22. Which type of integrated circuit is commonly used in digital systems?,Linear ICs,Digital ICs,Analog ICs,,B,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,4.1 Diodes.docx,"{""raw"": ""22. Which type of integrated circuit is commonly used in digital systems?\n     a) Linear ICs\n     b) Digital ICs\n     c) Analog ICs"", ""question"": ""22. Which type of integrated circuit is commonly used in digital systems?"", ""options"": [""Linear ICs"", ""Digital ICs"", ""Analog ICs""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""syllabusRef"": ""M4.04.02"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M4,M4.04.02,,23. What is a key advantage of using integrated circuits?,They are more expensive.,They consume more power.,They have a smaller size and higher reliability.,,A,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,4.1 Diodes.docx,"{""raw"": ""23. What is a key advantage of using integrated circuits?\n     a) They are more expensive.\n     b) They consume more power.\n     c) They have a smaller size and higher reliability."", ""question"": ""23. What is a key advantage of using integrated circuits?"", ""options"": [""They are more expensive."", ""They consume more power."", ""They have a smaller size and higher reliability.""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""syllabusRef"": ""M4.04.02"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M4,,,24. Which component is commonly found in an operational amplifier (Op-Amp)?,Transistor,Capacitor,Resistor,,A,MEDIUM,,,,DRAFT,ANSWERED,Found in Suntech corpus - Op-Amps are composed of transistors,4.1 Diodes.docx,"{""raw"": ""24. Which component is commonly found in an operational amplifier (Op-Amp)?\n     a) Transistor\n     b) Capacitor\n     c) Resistor"", ""question"": ""24. Which component is commonly found in an operational amplifier (Op-Amp)?"", ""options"": [""Transistor"", ""Capacitor"", ""Resistor""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""MEDIUM""}"
M4,,,25. What is the function of a voltage follower circuit using an Op-Amp?,To provide high input impedance and low output impedance,To amplify voltage,To invert the signal,,A,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,4.1 Diodes.docx,"{""raw"": ""25. What is the function of a voltage follower circuit using an Op-Amp?\n     a) To provide high input impedance and low output impedance\n     b) To amplify voltage\n     c) To invert the signal"", ""question"": ""25. What is the function of a voltage follower circuit using an Op-Amp?"", ""options"": [""To provide high input impedance and low output impedance"", ""To amplify voltage"", ""To invert the signal""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""MEDIUM""}"
M4,,,26. What is the primary function of a logic gate?,To amplify signals,To perform logical operations,To store data,,A,EASY,,,,DRAFT,Found in Suntech corpus,1,4.1 Diodes.docx,"{""raw"": ""26. What is the primary function of a logic gate?\n     a) To amplify signals\n     b) To perform logical operations\n     c) To store data"", ""question"": ""26. What is the primary function of a logic gate?"", ""options"": [""To amplify signals"", ""To perform logical operations"", ""To store data""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""EASY""}"
M4,,,27. Which logic gate outputs true only when both inputs are true?,AND gate,OR gate,NOT gate,,B,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,4.1 Diodes.docx,"{""raw"": ""27. Which logic gate outputs true only when both inputs are true?\n     a) AND gate\n     b) OR gate\n     c) NOT gate"", ""question"": ""27. Which logic gate outputs true only when both inputs are true?"", ""options"": [""AND gate"", ""OR gate"", ""NOT gate""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""MEDIUM""}"
M4,,,28. What does a NOT gate do to its input signal?,Amplifies it,Inverts it,Transmits it unchanged,,B,EASY,,,,DRAFT,ANSWERED,Found in Suntech corpus - NOT gate (Inverter Gate) inverts the input signal,4.1 Diodes.docx,"{""raw"": ""28. What does a NOT gate do to its input signal?\n     a) Amplifies it\n     b) Inverts it\n     c) Transmits it unchanged"", ""question"": ""28. What does a NOT gate do to its input signal?"", ""options"": [""Amplifies it"", ""Inverts it"", ""Transmits it unchanged""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""EASY""}"
M4,M4.04.02,,29. What is an application of an operational amplifier in linear circuits?,Voltage amplification,Data storage,Signal filtering,,A,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,4.1 Diodes.docx,"{""raw"": ""29. What is an application of an operational amplifier in linear circuits?\n     a) Voltage amplification\n     b) Data storage\n     c) Signal filtering"", ""question"": ""29. What is an application of an operational amplifier in linear circuits?"", ""options"": [""Voltage amplification"", ""Data storage"", ""Signal filtering""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""syllabusRef"": ""M4.04.02"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M4,,,30. Which component configuration in an Op-Amp determines the gain?,Input impedance,Feedback network,Output impedance,,B,MEDIUM,,,,DRAFT,ANSWERED,Found in Suntech corpus - Feedback network determines closed-loop gain,4.1 Diodes.docx,"{""raw"": ""30. Which component configuration in an Op-Amp determines the gain?\n     a) Input impedance\n     b) Feedback network\n     c) Output impedance"", ""question"": ""30. Which component configuration in an Op-Amp determines the gain?"", ""options"": [""Input impedance"", ""Feedback network"", ""Output impedance""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""MEDIUM""}"
M4,,,31. What is the main purpose of doping in semiconductor fabrication?,To increase thermal resistance,To enhance electrical conductivity,To change the material color,,B,MEDIUM,,,,DRAFT,ANSWERED,Found in Suntech corpus - Doping increases free charge carriers to enhance conductivity,4.1 Diodes.docx,"{""raw"": ""31. What is the main purpose of doping in semiconductor fabrication?\n     a) To increase thermal resistance\n     b) To enhance electrical conductivity\n     c) To change the material color"", ""question"": ""31. What is the main purpose of doping in semiconductor fabrication?"", ""options"": [""To increase thermal resistance"", ""To enhance electrical conductivity"", ""To change the material color""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""MEDIUM""}"
M4,,,32. Which semiconductor device can function as a switch or an amplifier?,Transistor,Diode,Capacitor,,A,MEDIUM,,,,DRAFT,ANSWERED,Found in Suntech corpus - Transistors can amplify and act as switches,4.1 Diodes.docx,"{""raw"": ""32. Which semiconductor device can function as a switch or an amplifier?\n     a) Transistor\n     b) Diode\n     c) Capacitor"", ""question"": ""32. Which semiconductor device can function as a switch or an amplifier?"", ""options"": [""Transistor"", ""Diode"", ""Capacitor""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""MEDIUM""}"
M4,,,33. What is the threshold voltage of a diode?,The voltage at which it stops conducting,The minimum voltage required for conduction,The maximum voltage it can withstand,,A,EASY,,,,DRAFT,Found in Suntech corpus,1,4.1 Diodes.docx,"{""raw"": ""33. What is the threshold voltage of a diode?\n     a) The voltage at which it stops conducting\n     b) The minimum voltage required for conduction\n     c) The maximum voltage it can withstand"", ""question"": ""33. What is the threshold voltage of a diode?"", ""options"": [""The voltage at which it stops conducting"", ""The minimum voltage required for conduction"", ""The maximum voltage it can withstand""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""EASY""}"
M4,,,34. What type of semiconductor is created by adding pentavalent impurities?,P-type,N-type,Intrinsic,,A,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,4.1 Diodes.docx,"{""raw"": ""34. What type of semiconductor is created by adding pentavalent impurities?\n     a) P-type\n     b) N-type\n     c) Intrinsic"", ""question"": ""34. What type of semiconductor is created by adding pentavalent impurities?"", ""options"": [""P-type"", ""N-type"", ""Intrinsic""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""MEDIUM""}"
M4,,,"35. What does the term ""forward bias"" mean in relation to a diode?",The positive terminal is connected to the P-type material.,The positive terminal is connected to the N-type material.,The diode is not conducting.,,C,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,4.1 Diodes.docx,"{""raw"": ""35. What does the term \""forward bias\"" mean in relation to a diode?\n     a) The positive terminal is connected to the P-type material.\n     b) The positive terminal is connected to the N-type material.\n     c) The diode is not conducting."", ""question"": ""35. What does the term \""forward bias\"" mean in relation to a diode?"", ""options"": [""The positive terminal is connected to the P-type material."", ""The positive terminal is connected to the N-type material."", ""The diode is not conducting.""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""MEDIUM""}"
M4,,,36. What is a common use for photodiodes?,Voltage regulation,Light detection,Power amplification,,B,EASY,,,,DRAFT,ANSWERED,Found in Suntech corpus - Photodiodes used for light detection in digital applications,4.1 Diodes.docx,"{""raw"": ""36. What is a common use for photodiodes?\n     a) Voltage regulation\n     b) Light detection\n     c) Power amplification"", ""question"": ""36. What is a common use for photodiodes?"", ""options"": [""Voltage regulation"", ""Light detection"", ""Power amplification""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""EASY""}"
M4,,,37. What type of transistor is typically used in low noise applications?,Power transistor,Low noise transistor,Switching transistor,,B,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,4.1 Diodes.docx,"{""raw"": ""37. What type of transistor is typically used in low noise applications?\n     a) Power transistor\n     b) Low noise transistor\n     c) Switching transistor"", ""question"": ""37. What type of transistor is typically used in low noise applications?"", ""options"": [""Power transistor"", ""Low noise transistor"", ""Switching transistor""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""MEDIUM""}"
M4,,,38. Which component in an Op-Amp determines the bandwidth?,Compensation capacitor,Output resistor,Input resistor,,B,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,4.1 Diodes.docx,"{""raw"": ""38. Which component in an Op-Amp determines the bandwidth?\n     a) Compensation capacitor\n     b) Output resistor\n     c) Input resistor"", ""question"": ""38. Which component in an Op-Amp determines the bandwidth?"", ""options"": [""Compensation capacitor"", ""Output resistor"", ""Input resistor""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""MEDIUM""}"
M4,,,39. What is a distinguishing feature of a Schottky diode?,Low forward voltage drops,High reverse breakdown voltage,Light emission,,A,MEDIUM,,,,DRAFT,Found in Suntech corpus,1,4.1 Diodes.docx,"{""raw"": ""39. What is a distinguishing feature of a Schottky diode?\n     a) Low forward voltage drops\n     b) High reverse breakdown voltage\n     c) Light emission"", ""question"": ""39. What is a distinguishing feature of a Schottky diode?"", ""options"": [""Low forward voltage drops"", ""High reverse breakdown voltage"", ""Light emission""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""4.1 Diodes.docx"", ""source_module"": ""M4"", ""fmt"": ""docx"", ""module"": ""M4"", ""difficulty"": ""MEDIUM""}"
