module,syllabusRef,level,text,optionA,optionB,optionC,optionD,correctAnswer,difficulty,subTopic,aiSourceRef,aiConfidence,status,reviewNote,points,sourceFile,rawJson
M17,M17.17.02,,What principle does the operation of a propeller blade primarily rely on?,Newton’s first law of motion,Bernoulli’s principle,Newton’s third law of motion,,C,MEDIUM,,,,DRAFT,Answer from doc-text: C) Newton’s third law of motion,1,M17 - Propeller standard test.docx,"{""raw"": ""What principle does the operation of a propeller blade primarily rely on?\nA) Newton’s first law of motion\nB) Bernoulli’s principle\nC) Newton’s third law of motion"", ""question"": ""What principle does the operation of a propeller blade primarily rely on?"", ""options"": [""Newton’s first law of motion"", ""Bernoulli’s principle"", ""Newton’s third law of motion""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.02"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.05,,What is the main cause of vibration if ice is allowed to build up on propeller blades?,Increased efficiency of the aerofoil,Out of balance condition,Reduced propeller weight,,B,MEDIUM,,,,DRAFT,Answer from doc-text: B) Out of balance condition,1,M17 - Propeller standard test.docx,"{""raw"": ""What is the main cause of vibration if ice is allowed to build up on propeller blades?\nA) Increased efficiency of the aerofoil\nB) Out of balance condition\nC) Reduced propeller weight"", ""question"": ""What is the main cause of vibration if ice is allowed to build up on propeller blades?"", ""options"": [""Increased efficiency of the aerofoil"", ""Out of balance condition"", ""Reduced propeller weight""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.05"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.07,,What does the blade back of a propeller do to the airflow?,Decelerates the air and increases its pressure,Accelerates the air and reduces its pressure,Maintains constant pressure and speed,,B,MEDIUM,,,,DRAFT,Answer from doc-text: B) Accelerates the air and reduces its pressure,1,M17 - Propeller standard test.docx,"{""raw"": ""What does the blade back of a propeller do to the airflow?\nA) Decelerates the air and increases its pressure\nB) Accelerates the air and reduces its pressure\nC) Maintains constant pressure and speed"", ""question"": ""What does the blade back of a propeller do to the airflow?"", ""options"": [""Decelerates the air and increases its pressure"", ""Accelerates the air and reduces its pressure"", ""Maintains constant pressure and speed""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.07"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.02,,What type of flow does the propeller blade produce as it moves through the air?,Circular flow,Linear flow,Helical flow,,C,MEDIUM,,,,DRAFT,Answer from doc-text: C) Helical flow,1,M17 - Propeller standard test.docx,"{""raw"": ""What type of flow does the propeller blade produce as it moves through the air?\nA) Circular flow\nB) Linear flow\nC) Helical flow\nPropeller Construction (16% = 10 questions)"", ""question"": ""What type of flow does the propeller blade produce as it moves through the air?"", ""options"": [""Circular flow"", ""Linear flow"", ""Helical flow""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.02"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.02,,What materials are modern propeller blades often made from?,Aluminum,Carbon or glass fiber composites,Steel,,B,MEDIUM,,,,DRAFT,Answer from doc-text: B) Carbon or glass fiber composites,1,M17 - Propeller standard test.docx,"{""raw"": ""What materials are modern propeller blades often made from?\nA) Aluminum\nB) Carbon or glass fiber composites\nC) Steel"", ""question"": ""What materials are modern propeller blades often made from?"", ""options"": [""Aluminum"", ""Carbon or glass fiber composites"", ""Steel""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.02"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.02,,What is the primary purpose of the spinner on a propeller?,To increase the propeller's weight,To aerodynamically smooth the airflow over the hub,To decrease the propeller's strength,,B,MEDIUM,,,,DRAFT,Answer from doc-text: B) To aerodynamically smooth the airflow over the hub,1,M17 - Propeller standard test.docx,"{""raw"": ""What is the primary purpose of the spinner on a propeller?\nA) To increase the propeller's weight\nB) To aerodynamically smooth the airflow over the hub\nC) To decrease the propeller's strength"", ""question"": ""What is the primary purpose of the spinner on a propeller?"", ""options"": [""To increase the propeller's weight"", ""To aerodynamically smooth the airflow over the hub"", ""To decrease the propeller's strength""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.02"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.02,,What term is used for the curved or convex forward surface of a propeller blade?,Blade face,Blade back,Chord,,B,MEDIUM,,,,DRAFT,Answer from doc-text: B) Blade back,1,M17 - Propeller standard test.docx,"{""raw"": ""What term is used for the curved or convex forward surface of a propeller blade?\nA) Blade face\nB) Blade back\nC) Chord"", ""question"": ""What term is used for the curved or convex forward surface of a propeller blade?"", ""options"": [""Blade face"", ""Blade back"", ""Chord""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.02"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.02,,What is the function of the propeller hub?,To provide aerodynamic shaping,To secure the propeller blades to the drive shaft,To reduce propeller noise,,B,EASY,,,,DRAFT,Answer from doc-text: B) To secure the propeller blades to the drive shaft,1,M17 - Propeller standard test.docx,"{""raw"": ""What is the function of the propeller hub?\nA) To provide aerodynamic shaping\nB) To secure the propeller blades to the drive shaft\nC) To reduce propeller noise"", ""question"": ""What is the function of the propeller hub?"", ""options"": [""To provide aerodynamic shaping"", ""To secure the propeller blades to the drive shaft"", ""To reduce propeller noise""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.02"", ""level"": null, ""difficulty"": ""EASY""}"
M17,M17.17.07,,What part of the propeller blade is the innermost and attaches it to the center of the propeller?,Tip,Root,Leading edge,,B,MEDIUM,,,,DRAFT,Answer from doc-text: B) Root,1,M17 - Propeller standard test.docx,"{""raw"": ""What part of the propeller blade is the innermost and attaches it to the center of the propeller?\nA) Tip\nB) Root\nC) Leading edge"", ""question"": ""What part of the propeller blade is the innermost and attaches it to the center of the propeller?"", ""options"": [""Tip"", ""Root"", ""Leading edge""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.07"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.02,,Which of the following best describes a scimitar tip propeller?,It is designed for maximum noise,It is a non-swept back design,It has swept back tips for high efficiency,,C,MEDIUM,,,,DRAFT,Answer from doc-text: C) It has swept back tips for high efficiency,1,M17 - Propeller standard test.docx,"{""raw"": ""Which of the following best describes a scimitar tip propeller?\nA) It is designed for maximum noise\nB) It is a non-swept back design\nC) It has swept back tips for high efficiency"", ""question"": ""Which of the following best describes a scimitar tip propeller?"", ""options"": [""It is designed for maximum noise"", ""It is a non-swept back design"", ""It has swept back tips for high efficiency""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.02"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.02,,What causes the separation of layers in composite propeller blades?,Lamination,De-lamination,Aerodynamic stress,,B,MEDIUM,,,,DRAFT,Answer from doc-text: B) De-lamination,1,M17 - Propeller standard test.docx,"{""raw"": ""What causes the separation of layers in composite propeller blades?\nA) Lamination\nB) De-lamination\nC) Aerodynamic stress"", ""question"": ""What causes the separation of layers in composite propeller blades?"", ""options"": [""Lamination"", ""De-lamination"", ""Aerodynamic stress""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.02"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.02,,What part of the propeller blade pushes air rearward to generate forward thrust?,Blade face,Blade back,Leading edge,,A,MEDIUM,,,,DRAFT,Answer from doc-text: A) Blade face,1,M17 - Propeller standard test.docx,"{""raw"": ""What part of the propeller blade pushes air rearward to generate forward thrust?\nA) Blade face\nB) Blade back\nC) Leading edge"", ""question"": ""What part of the propeller blade pushes air rearward to generate forward thrust?"", ""options"": [""Blade face"", ""Blade back"", ""Leading edge""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.02"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.07,,What is one function of the chord line in a propeller blade?,It defines the distance between the hub and the tip,It helps measure the chord,It defines the straight line from leading edge to trailing edge,,C,MEDIUM,,,,DRAFT,Answer from doc-text: C) It defines the straight line from leading edge to trailing edge,1,M17 - Propeller standard test.docx,"{""raw"": ""What is one function of the chord line in a propeller blade?\nA) It defines the distance between the hub and the tip\nB) It helps measure the chord\nC) It defines the straight line from leading edge to trailing edge"", ""question"": ""What is one function of the chord line in a propeller blade?"", ""options"": [""It defines the distance between the hub and the tip"", ""It helps measure the chord"", ""It defines the straight line from leading edge to trailing edge""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.07"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.07,,What type of damage can occur to composite propeller blades due to lightning strikes?,De-lamination,Corrosion,Melting at points of entry and exit,,C,MEDIUM,,,,DRAFT,Answer from doc-text: C) Melting at points of entry and exit,1,M17 - Propeller standard test.docx,"{""raw"": ""What type of damage can occur to composite propeller blades due to lightning strikes?\nA) De-lamination\nB) Corrosion\nC) Melting at points of entry and exit\nPropeller Pitch Control (19% = 11 questions)"", ""question"": ""What type of damage can occur to composite propeller blades due to lightning strikes?"", ""options"": [""De-lamination"", ""Corrosion"", ""Melting at points of entry and exit""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.07"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.03,,What is the primary purpose of controlling the pitch of a propeller blade?,To adjust the engine speed,To change the thrust and efficiency,To control the aircraft's altitude,,B,MEDIUM,,,,DRAFT,Answer from doc-text: B) To change the thrust and efficiency,1,M17 - Propeller standard test.docx,"{""raw"": ""What is the primary purpose of controlling the pitch of a propeller blade?\nA) To adjust the engine speed\nB) To change the thrust and efficiency\nC) To control the aircraft's altitude"", ""question"": ""What is the primary purpose of controlling the pitch of a propeller blade?"", ""options"": [""To adjust the engine speed"", ""To change the thrust and efficiency"", ""To control the aircraft's altitude""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.03"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.03,,How is the propeller pitch adjusted in a constant-speed propeller system?,Manually by the pilot,Automatically by a governor,By varying the propeller blade length,,B,MEDIUM,,,,DRAFT,Answer from doc-text: B) Automatically by a governor,1,M17 - Propeller standard test.docx,"{""raw"": ""How is the propeller pitch adjusted in a constant-speed propeller system?\nA) Manually by the pilot\nB) Automatically by a governor\nC) By varying the propeller blade length"", ""question"": ""How is the propeller pitch adjusted in a constant-speed propeller system?"", ""options"": [""Manually by the pilot"", ""Automatically by a governor"", ""By varying the propeller blade length""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.03"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.03,,What happens when a propeller blade is set to a higher pitch angle?,It produces less thrust,It produces more thrust,It reduces fuel efficiency,,B,MEDIUM,,,,DRAFT,Answer from doc-text: B) It produces more thrust,1,M17 - Propeller standard test.docx,"{""raw"": ""What happens when a propeller blade is set to a higher pitch angle?\nA) It produces less thrust\nB) It produces more thrust\nC) It reduces fuel efficiency"", ""question"": ""What happens when a propeller blade is set to a higher pitch angle?"", ""options"": [""It produces less thrust"", ""It produces more thrust"", ""It reduces fuel efficiency""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.03"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.02,,What is the effect of a feathered propeller blade?,Maximizes drag,Minimizes drag,Increases thrust,,B,MEDIUM,,,,DRAFT,Answer from doc-text: B) Minimizes drag,1,M17 - Propeller standard test.docx,"{""raw"": ""What is the effect of a feathered propeller blade?\nA) Maximizes drag\nB) Minimizes drag\nC) Increases thrust"", ""question"": ""What is the effect of a feathered propeller blade?"", ""options"": [""Maximizes drag"", ""Minimizes drag"", ""Increases thrust""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.02"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.03,,"In a variable pitch propeller, what component adjusts the blade angle?",Propeller hub,Governor,Spinner,,B,MEDIUM,,,,DRAFT,Answer from doc-text: B) Governor,1,M17 - Propeller standard test.docx,"{""raw"": ""In a variable pitch propeller, what component adjusts the blade angle?\nA) Propeller hub\nB) Governor\nC) Spinner"", ""question"": ""In a variable pitch propeller, what component adjusts the blade angle?"", ""options"": [""Propeller hub"", ""Governor"", ""Spinner""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.03"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.03,,What is the result of a fine pitch setting in a propeller blade?,High engine RPM and high thrust,Low engine RPM and low thrust,High engine RPM and low thrust,,A,MEDIUM,,,,DRAFT,Answer from doc-text: A) High engine RPM and high thrust,1,M17 - Propeller standard test.docx,"{""raw"": ""What is the result of a fine pitch setting in a propeller blade?\nA) High engine RPM and high thrust\nB) Low engine RPM and low thrust\nC) High engine RPM and low thrust"", ""question"": ""What is the result of a fine pitch setting in a propeller blade?"", ""options"": [""High engine RPM and high thrust"", ""Low engine RPM and low thrust"", ""High engine RPM and low thrust""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.03"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.03,,Which propeller pitch setting is used during cruise flight for maximum efficiency?,Fine pitch,Coarse pitch,Feathered,,B,MEDIUM,,,,DRAFT,Answer from doc-text: B) Coarse pitch,1,M17 - Propeller standard test.docx,"{""raw"": ""Which propeller pitch setting is used during cruise flight for maximum efficiency?\nA) Fine pitch\nB) Coarse pitch\nC) Feathered"", ""question"": ""Which propeller pitch setting is used during cruise flight for maximum efficiency?"", ""options"": [""Fine pitch"", ""Coarse pitch"", ""Feathered""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.03"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.03,,What mechanism is used to change the pitch of a propeller blade in flight?,Hydraulic actuators,Electrical motors,Manual control levers,,A,MEDIUM,,,,DRAFT,Answer from doc-text: A) Hydraulic actuators,1,M17 - Propeller standard test.docx,"{""raw"": ""What mechanism is used to change the pitch of a propeller blade in flight?\nA) Hydraulic actuators\nB) Electrical motors\nC) Manual control levers"", ""question"": ""What mechanism is used to change the pitch of a propeller blade in flight?"", ""options"": [""Hydraulic actuators"", ""Electrical motors"", ""Manual control levers""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.03"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.03,,What is the term for the lowest blade angle in a controllable pitch propeller?,Fine pitch,Coarse pitch,Feathered pitch,,A,MEDIUM,,,,DRAFT,Answer from doc-text: A) Fine pitch,1,M17 - Propeller standard test.docx,"{""raw"": ""What is the term for the lowest blade angle in a controllable pitch propeller?\nA) Fine pitch\nB) Coarse pitch\nC) Feathered pitch"", ""question"": ""What is the term for the lowest blade angle in a controllable pitch propeller?"", ""options"": [""Fine pitch"", ""Coarse pitch"", ""Feathered pitch""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.03"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.02,,What is one benefit of a constant-speed propeller?,Increased engine wear,Improved fuel efficiency,Reduced engine power,,B,MEDIUM,,,,DRAFT,Answer from doc-text: B) Improved fuel efficiency,1,M17 - Propeller standard test.docx,"{""raw"": ""What is one benefit of a constant-speed propeller?\nA) Increased engine wear\nB) Improved fuel efficiency\nC) Reduced engine power"", ""question"": ""What is one benefit of a constant-speed propeller?"", ""options"": [""Increased engine wear"", ""Improved fuel efficiency"", ""Reduced engine power""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.02"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M17,M17.17.03,,What happens to the propeller pitch during descent to reduce drag?,It is set to fine pitch,It is feathered,It is set to coarse pitch,,B,MEDIUM,,,,DRAFT,Answer from doc-text: B) It is feathered,1,M17 - Propeller standard test.docx,"{""raw"": ""What happens to the propeller pitch during descent to reduce drag?\nA) It is set to fine pitch\nB) It is feathered\nC) It is set to coarse pitch\nPropeller Synchronising (6% = 4 questions)"", ""question"": ""What happens to the propeller pitch during descent to reduce drag?"", ""options"": [""It is set to fine pitch"", ""It is feathered"", ""It is set to coarse pitch""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""M17 - Propeller standard test.docx"", ""source_module"": ""M17"", ""fmt"": ""docx"", ""module"": ""M17"", ""syllabusRef"": ""M17.17.03"", ""level"": null, ""difficulty"": ""MEDIUM""}"
